Store,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
1,2023-09-27,6554,160,1,1,0,1
1,2023-09-28,6012,155,1,0,0,0
1,2023-09-29,5846,130,1,0,0,0
1,2023-09-30,6790,171,1,0,0,1
1,2023-10-01,6259,152,1,0,0,0
1,2023-10-02,5133,124,1,0,0,0
1,2023-10-03,5229,125,1,0,0,0
1,2023-10-04,4563,104,1,0,0,0
1,2023-10-05,5232,123,1,0,0,0
1,2023-10-06,5291,138,1,0,0,0
1,2023-10-07,6579,147,1,0,0,0
1,2023-10-08,6756,147,1,0,0,0
1,2023-10-09,6809,134,1,1,0,0
1,2023-10-10,4847,74,1,0,0,0
1,2023-10-11,5765,151,1,0,0,0
1,2023-10-12,4848,111,1,0,0,0
1,2023-10-13,6185,153,1,0,0,0
1,2023-10-14,6252,117,1,0,0,0
1,2023-10-15,7856,228,1,0,0,0
1,2023-10-16,4346,125,1,0,0,0
1,2023-10-17,5176,112,1,0,0,0
1,2023-10-18,5709,138,1,0,0,1
1,2023-10-19,6169,143,1,0,0,0
1,2023-10-20,5720,152,1,0,0,0
1,2023-10-21,6869,165,1,0,0,1
1,2023-10-22,6795,177,1,0,0,0
1,2023-10-23,5440,124,1,1,0,0
1,2023-10-24,5139,113,1,0,0,0
1,2023-10-25,5166,138,1,0,0,0
1,2023-10-26,6144,146,1,0,0,0
1,2023-10-27,5577,96,1,0,0,0
1,2023-10-28,7713,192,1,1,0,0
1,2023-10-29,8012,206,1,1,0,0
1,2023-10-30,5637,123,1,0,0,0
1,2023-10-31,5252,156,1,0,0,0
1,2023-11-01,5914,125,1,0,0,0
1,2023-11-02,5553,164,1,0,0,0
1,2023-11-03,5777,148,1,0,0,0
1,2023-11-04,7173,170,1,0,0,0
1,2023-11-05,5964,129,1,0,0,0
1,2023-11-06,5981,178,1,0,0,0
1,2023-11-07,5440,120,1,0,0,0
1,2023-11-08,7315,179,1,1,0,0
1,2023-11-09,4897,128,1,0,0,0
1,2023-11-10,5397,102,1,0,0,0
1,2023-11-11,7171,182,1,0,0,1
1,2023-11-12,5973,184,1,0,0,0
1,2023-11-13,5351,145,1,0,0,0
1,2023-11-14,5209,109,1,0,0,1
1,2023-11-15,5626,174,1,0,0,0
1,2023-11-16,4747,158,1,0,0,0
1,2023-11-17,5347,147,1,0,0,0
1,2023-11-18,6774,194,1,0,0,0
1,2023-11-19,8635,226,1,1,0,0
1,2023-11-20,7917,209,1,1,0,0
1,2023-11-21,4540,125,1,0,0,0
1,2023-11-22,5563,121,1,1,0,0
1,2023-11-23,4663,111,1,0,0,0
1,2023-11-24,6095,142,1,0,0,0
1,2023-11-25,7361,173,1,0,0,1
1,2023-11-26,5597,83,1,0,0,0
1,2023-11-27,5766,153,1,0,0,0
1,2023-11-28,5604,149,1,0,0,0
1,2023-11-29,0,0,0,0,0,0
1,2023-11-30,5328,113,1,0,0,0
1,2023-12-01,6194,150,1,0,0,0
1,2023-12-02,7111,186,1,0,0,0
1,2023-12-03,8498,191,1,0,0,0
1,2023-12-04,5194,105,1,0,0,0
1,2023-12-05,6074,127,1,0,0,0
1,2023-12-06,6140,188,1,0,0,0
1,2023-12-07,6336,185,1,0,0,0
1,2023-12-08,7229,166,1,0,0,0
1,2023-12-09,8969,227,1,0,0,0
1,2023-12-10,8542,209,1,0,0,0
1,2023-12-11,6521,176,1,0,0,0
1,2023-12-12,6511,160,1,1,0,0
1,2023-12-13,6590,191,1,0,0,0
1,2023-12-14,6024,183,1,0,0,0
1,2023-12-15,8752,227,1,1,0,0
1,2023-12-16,6715,144,1,0,0,0
1,2023-12-17,7375,167,1,0,0,1
1,2023-12-18,6182,144,1,0,0,1
1,2023-12-19,0,0,0,0,0,1
1,2023-12-20,6635,158,1,0,0,1
1,2023-12-21,6377,149,1,0,0,0
1,2023-12-22,6268,155,1,0,0,0
1,2023-12-23,6274,163,1,0,0,0
1,2023-12-24,9000,182,1,1,0,0
1,2023-12-25,5951,161,1,0,a,0
1,2023-12-26,6255,138,1,0,0,1
1,2023-12-27,8441,195,1,1,0,0
1,2023-12-28,5668,109,1,0,0,0
1,2023-12-29,6709,182,1,0,0,0
1,2023-12-30,6713,132,1,0,0,1
1,2023-12-31,8779,202,1,0,0,0
2,2022-01-01,6829,155,1,0,a,0
2,2022-01-02,7982,219,1,0,0,0
2,2022-01-03,5831,172,1,0,0,1
2,2022-01-04,6707,189,1,0,0,0
2,2022-01-05,7768,181,1,0,0,0
2,2022-01-06,7048,180,1,0,0,0
2,2022-01-07,6465,187,1,0,0,0
2,2022-01-08,8093,187,1,0,0,1
2,2022-01-09,8273,215,1,0,0,0
2,2022-01-10,7351,202,1,0,0,0
2,2022-01-11,5859,160,1,0,0,0
2,2022-01-12,7267,195,1,1,0,0
2,2022-01-13,5789,169,1,0,0,0
2,2022-01-14,7655,190,1,1,0,1
2,2022-01-15,6777,207,1,0,0,0
2,2022-01-16,9000,226,1,1,0,0
2,2022-01-17,7916,255,1,1,0,0
2,2022-01-18,6722,163,1,0,0,0
2,2022-01-19,6469,124,1,0,0,0
2,2022-01-20,7072,200,1,0,0,1
2,2022-01-21,5767,129,1,0,0,0
2,2022-01-22,8474,186,1,0,0,1
2,2022-01-23,9000,237,1,1,0,0
2,2022-01-24,7607,195,1,1,0,0
2,2022-01-25,7065,179,1,0,0,0
2,2022-01-26,6387,142,1,0,0,0
2,2022-01-27,6116,148,1,0,0,0
2,2022-01-28,6305,163,1,0,0,0
2,2022-01-29,8559,220,1,0,0,0
2,2022-01-30,8505,235,1,0,0,0
2,2022-01-31,6462,141,1,0,0,0
2,2022-02-01,5499,159,1,0,0,0
2,2022-02-02,6647,145,1,0,0,1
2,2022-02-03,6905,159,1,0,0,1
2,2022-02-04,5607,122,1,0,0,0
2,2022-02-05,7900,197,1,0,0,0
2,2022-02-06,7649,202,1,0,0,0
2,2022-02-07,5829,127,1,0,0,0
2,2022-02-08,4935,147,1,0,0,0
2,2022-02-09,4259,82,1,0,0,1
2,2022-02-10,5735,144,1,0,0,0
2,2022-02-11,0,0,0,0,0,0
2,2022-02-12,6614,129,1,0,0,0
2,2022-02-13,5705,146,1,0,0,0
2,2022-02-14,5780,173,1,0,0,0
2,2022-02-15,6493,139,1,0,0,0
2,2022-02-16,5302,175,1,0,0,0
2,2022-02-17,6154,157,1,0,0,1
2,2022-02-18,6264,125,1,0,0,1
2,2022-02-19,6070,136,1,0,0,0
2,2022-02-20,6713,213,1,0,0,0
2,2022-02-21,5277,143,1,0,0,1
2,2022-02-22,5052,139,1,0,0,0
2,2022-02-23,5569,127,1,0,0,1
2,2022-02-24,5964,138,1,0,0,0
2,2022-02-25,5419,129,1,0,0,1
2,2022-02-26,5643,105,1,0,0,0
2,2022-02-27,7302,207,1,0,0,0
2,2022-02-28,0,0,0,0,0,0
2,2022-03-01,4760,129,1,0,0,0
2,2022-03-02,5580,127,1,0,0,0
2,2022-03-03,5174,134,1,0,0,0
2,2022-03-04,6546,138,1,1,0,0
2,2022-03-05,5031,119,1,0,0,0
2,2022-03-06,7719,230,1,0,0,0
2,2022-03-07,8321,219,1,1,0,0
2,2022-03-08,5249,126,1,0,0,1
2,2022-03-09,0,0,0,0,0,0
2,2022-03-10,5565,158,1,0,0,1
2,2022-03-11,5427,113,1,1,0,0
2,2022-03-12,7768,173,1,0,0,1
2,2022-03-13,6259,138,1,0,0,0
2,2022-03-14,6123,162,1,0,0,0
2,2022-03-15,5205,112,1,0,0,0
2,2022-03-16,4778,120,1,0,0,0
2,2022-03-17,5528,126,1,0,0,0
2,2022-03-18,6092,160,1,0,0,0
2,2022-03-19,8642,211,1,1,0,0
2,2022-03-20,5893,128,1,0,0,1
2,2022-03-21,6396,187,1,0,0,0
2,2022-03-22,4857,151,1,0,0,0
2,2022-03-23,6521,135,1,0,0,0
2,2022-03-24,7107,184,1,1,0,0
2,2022-03-25,6298,170,1,0,0,0
2,2022-03-26,7146,168,1,0,0,0
2,2022-03-27,5565,139,1,0,0,0
2,2022-03-28,5374,147,1,0,0,0
2,2022-03-29,5567,156,1,0,0,0
2,2022-03-30,6666,171,1,0,0,0
2,2022-03-31,6090,183,1,0,0,0
2,2022-04-01,5258,114,1,0,0,0
2,2022-04-02,6178,123,1,0,0,0
2,2022-04-03,9000,226,1,1,0,0
2,2022-04-04,4788,146,1,0,0,0
2,2022-04-05,6150,199,1,0,0,0
2,2022-04-06,4686,130,1,0,0,1
2,2022-04-07,5299,115,1,0,0,1
2,2022-04-08,5104,104,1,0,0,0
2,2022-04-09,7101,150,1,0,0,0
2,2022-04-10,6325,178,1,0,a,0
2,2022-04-11,0,0,0,0,a,0
2,2022-04-12,5710,126,1,0,a,0
2,2022-04-13,4411,111,1,0,a,0
2,2022-04-14,5224,102,1,0,a,0
2,2022-04-15,5370,149,1,0,a,0
2,2022-04-16,7005,151,1,1,0,1
2,2022-04-17,6064,129,1,0,0,0
2,2022-04-18,5189,138,1,0,0,0
2,2022-04-19,5503,95,1,0,0,1
2,2022-04-20,6044,138,1,0,0,0
2,2022-04-21,6156,128,1,0,0,0
2,2022-04-22,7436,177,1,1,0,0
2,2022-04-23,5845,162,1,0,0,1
2,2022-04-24,6465,197,1,0,0,0
2,2022-04-25,5598,164,1,0,0,0
2,2022-04-26,5026,171,1,0,0,0
2,2022-04-27,6170,175,1,0,0,0
2,2022-04-28,5378,115,1,0,0,0
2,2022-04-29,6085,181,1,0,0,0
2,2022-04-30,7257,166,1,0,0,1
2,2022-05-01,6879,172,1,0,0,0
2,2022-05-02,4002,118,1,0,0,0
2,2022-05-03,5400,132,1,0,0,0
2,2022-05-04,6269,149,1,0,0,0
2,2022-05-05,4840,74,1,0,0,0
2,2022-05-06,5993,116,1,0,0,0
2,2022-05-07,6297,154,1,0,0,0
2,2022-05-08,6916,186,1,0,0,1
2,2022-05-09,5676,145,1,0,0,0
2,2022-05-10,4821,90,1,0,0,1
2,2022-05-11,6189,145,1,0,0,0
2,2022-05-12,6126,153,1,0,0,0
2,2022-05-13,0,0,0,0,0,0
2,2022-05-14,6585,170,1,0,0,0
2,2022-05-15,7785,207,1,1,0,0
2,2022-05-16,5195,108,1,0,0,0
2,2022-05-17,6331,122,1,1,0,0
2,2022-05-18,5759,143,1,0,0,0
2,2022-05-19,0,0,0,1,0,1
2,2022-05-20,4919,101,1,0,0,0
2,2022-05-21,8510,195,1,1,0,0
2,2022-05-22,6920,163,1,0,0,0
2,2022-05-23,5822,137,1,0,0,1
2,2022-05-24,6363,160,1,0,0,0
2,2022-05-25,5409,139,1,0,0,0
2,2022-05-26,6013,105,1,0,0,0
2,2022-05-27,5519,98,1,0,0,0
2,2022-05-28,8384,185,1,1,0,0
2,2022-05-29,6347,156,1,0,0,0
2,2022-05-30,0,0,0,1,0,0
2,2022-05-31,5197,106,1,0,0,1
2,2022-06-01,5191,135,1,0,0,0
2,2022-06-02,6720,188,1,1,0,0
2,2022-06-03,5307,123,1,1,0,1
2,2022-06-04,6641,185,1,0,0,0
2,2022-06-05,5125,118,1,0,0,0
2,2022-06-06,5214,156,1,0,0,1
2,2022-06-07,4401,112,1,0,0,0
2,2022-06-08,4664,107,1,0,0,1
2,2022-06-09,4559,92,1,0,0,0
2,2022-06-10,4927,129,1,0,0,0
2,2022-06-11,6922,163,1,0,0,0
2,2022-06-12,5685,127,1,0,0,0
2,2022-06-13,5539,133,1,0,0,0
2,2022-06-14,4123,66,1,0,0,0
2,2022-06-15,4509,126,1,0,0,0
2,2022-06-16,4824,104,1,0,0,0
2,2022-06-17,4005,103,1,0,0,0
2,2022-06-18,6279,145,1,0,0,0
2,2022-06-19,5862,131,1,0,0,0
2,2022-06-20,5589,111,1,0,0,0
2,2022-06-21,5058,108,1,0,0,0
2,2022-06-22,3668,84,1,0,0,1
2,2022-06-23,4152,118,1,0,0,0
2,2022-06-24,4362,122,1,0,0,0
2,2022-06-25,0,0,0,0,0,0
2,2022-06-26,8352,182,1,1,0,1
2,2022-06-27,5448,125,1,0,0,0
2,2022-06-28,4745,136,1,0,0,0
2,2022-06-29,4787,126,1,0,0,0
2,2022-06-30,6031,162,1,0,0,1
2,2022-07-01,5261,93,1,0,0,0
2,2022-07-02,5969,164,1,0,0,0
2,2022-07-03,5721,128,1,0,0,0
2,2022-07-04,0,0,0,0,0,0
2,2022-07-05,4404,84,1,0,0,0
2,2022-07-06,5137,191,1,0,0,0
2,2022-07-07,4393,99,1,0,0,1
2,2022-07-08,5200,96,1,0,0,0
2,2022-07-09,5660,141,1,0,0,0
2,2022-07-10,6427,119,1,0,0,0
2,2022-07-11,5989,147,1,1,0,1
2,2022-07-12,5793,117,1,0,0,0
2,2022-07-13,5243,116,1,0,0,0
2,2022-07-14,4648,96,1,0,0,1
2,2022-07-15,6310,181,1,1,0,0
2,2022-07-16,5813,188,1,0,0,0
2,2022-07-17,5094,121,1,0,0,1
2,2022-07-18,0,0,0,0,0,0
2,2022-07-19,5088,147,1,0,0,0
2,2022-07-20,4380,52,1,0,0,0
2,2022-07-21,5382,133,1,0,0,0
2,2022-07-22,5411,126,1,0,0,1
2,2022-07-23,8442,178,1,1,0,0
2,2022-07-24,5334,137,1,0,0,0
2,2022-07-25,5112,144,1,0,0,1
2,2022-07-26,4459,98,1,0,0,0
2,2022-07-27,4497,100,1,0,0,0
2,2022-07-28,4729,120,1,0,0,1
2,2022-07-29,4806,112,1,0,0,0
2,2022-07-30,6718,163,1,0,0,0
2,2022-07-31,5817,160,1,0,0,0
2,2022-08-01,4406,138,1,0,0,0
2,2022-08-02,5453,151,1,0,0,0
2,2022-08-03,4884,123,1,0,0,0
2,2022-08-04,5550,128,1,0,0,0
2,2022-08-05,5517,122,1,0,0,0
2,2022-08-06,6800,184,1,1,0,0
2,2022-08-07,5669,120,1,0,0,0
2,2022-08-08,5783,164,1,0,0,0
2,2022-08-09,4829,120,1,0,0,1
2,2022-08-10,5026,124,1,0,0,0
2,2022-08-11,5256,164,1,0,0,0
2,2022-08-12,3783,84,1,0,0,1
2,2022-08-13,7380,207,1,1,0,0
2,2022-08-14,5791,151,1,0,0,1
2,2022-08-15,4956,133,1,0,0,0
2,2022-08-16,5598,127,1,1,0,0
2,2022-08-17,4186,101,1,0,0,0
2,2022-08-18,4292,106,1,0,0,0
2,2022-08-19,5087,116,1,0,0,1
2,2022-08-20,5881,124,1,0,0,1
2,2022-08-21,6175,159,1,0,0,0
2,2022-08-22,5392,129,1,0,0,0
2,2022-08-23,0,0,0,0,0,1
2,2022-08-24,5232,117,1,0,0,0
2,2022-08-25,5215,140,1,1,0,0
2,2022-08-26,3536,85,1,0,0,0
2,2022-08-27,6195,155,1,0,0,1
2,2022-08-28,6271,178,1,0,0,0
2,2022-08-29,5397,87,1,0,0,0
2,2022-08-30,5368,184,1,0,0,0
2,2022-08-31,4929,128,1,0,0,0
2,2022-09-01,5504,129,1,0,0,0
2,2022-09-02,4878,151,1,0,0,0
2,2022-09-03,6548,148,1,0,0,0
2,2022-09-04,6124,156,1,0,0,0
2,2022-09-05,6707,188,1,0,0,0
2,2022-09-06,5609,138,1,0,0,0
2,2022-09-07,5011,110,1,0,0,0
2,2022-09-08,4814,126,1,0,0,0
2,2022-09-09,4402,78,1,0,0,0
2,2022-09-10,5794,132,1,0,0,0
2,2022-09-11,5962,154,1,0,0,0
2,2022-09-12,5525,122,1,0,0,0
2,2022-09-13,7014,158,1,1,0,0
2,2022-09-14,7344,153,1,1,0,1
2,2022-09-15,5385,123,1,0,0,0
2,2022-09-16,4883,102,1,0,0,0
2,2022-09-17,6076,140,1,0,0,0
2,2022-09-18,0,0,0,0,0,0
2,2022-09-19,4874,103,1,0,0,0
2,2022-09-20,5274,151,1,0,0,1
2,2022-09-21,4553,95,1,0,0,0
2,2022-09-22,5172,147,1,0,0,0
2,2022-09-23,6096,184,1,0,0,0
2,2022-09-24,5503,147,1,0,0,0
2,2022-09-25,6712,186,1,0,0,1
2,2022-09-26,5473,105,1,0,0,0
2,2022-09-27,4865,104,1,0,0,0
2,2022-09-28,7152,193,1,1,0,0
2,2022-09-29,5274,137,1,0,0,0
2,2022-09-30,5171,171,1,0,0,0
2,2022-10-01,6517,146,1,0,0,1
2,2022-10-02,7256,194,1,0,0,1
2,2022-10-03,5543,159,1,0,0,0
2,2022-10-04,5586,143,1,0,0,1
2,2022-10-05,5276,119,1,0,0,0
2,2022-10-06,7228,197,1,1,0,0
2,2022-10-07,4731,142,1,0,0,0
2,2022-10-08,0,0,0,0,0,0
2,2022-10-09,9000,251,1,1,0,1
2,2022-10-10,0,0,0,0,0,0
2,2022-10-11,5202,128,1,0,0,0
2,2022-10-12,5132,127,1,0,0,0
2,2022-10-13,4735,139,1,0,0,0
2,2022-10-14,5307,88,1,0,0,0
2,2022-10-15,5945,167,1,0,0,0
2,2022-10-16,6667,157,1,0,0,0
2,2022-10-17,5058,124,1,0,0,0
2,2022-10-18,6145,148,1,0,0,0
2,2022-10-19,5383,158,1,0,0,1
2,2022-10-20,5764,174,1,0,0,0
2,2022-10-21,5568,126,1,0,0,1
2,2022-10-22,7436,191,1,0,0,0
2,2022-10-23,7093,205,1,0,0,0
2,2022-10-24,6476,138,1,1,0,0
2,2022-10-25,6086,161,1,1,0,0
2,2022-10-26,6212,166,1,0,0,1
2,2022-10-27,5850,155,1,0,0,0
2,2022-10-28,4843,126,1,0,0,0
2,2022-10-29,7170,179,1,0,0,0
2,2022-10-30,8976,224,1,1,0,0
2,2022-10-31,5759,126,1,0,0,0
2,2022-11-01,4306,83,1,0,0,0
2,2022-11-02,5977,110,1,0,0,0
2,2022-11-03,0,0,0,0,0,0
2,2022-11-04,5646,122,1,0,0,0
2,2022-11-05,7762,190,1,1,0,0
2,2022-11-06,7496,164,1,1,0,1
2,2022-11-07,5797,135,1,0,0,0
2,2022-11-08,6090,172,1,0,0,0
2,2022-11-09,7883,200,1,1,0,0
2,2022-11-10,6019,172,1,0,0,0
2,2022-11-11,6159,168,1,0,0,1
2,2022-11-12,6179,184,1,0,0,0
2,2022-11-13,5698,149,1,0,0,0
2,2022-11-14,7276,186,1,1,0,0
2,2022-11-15,5896,145,1,0,0,0
2,2022-11-16,6668,180,1,1,0,0
2,2022-11-17,4830,136,1,0,0,0
2,2022-11-18,5186,134,1,0,0,0
2,2022-11-19,6651,154,1,0,0,0
2,2022-11-20,6402,154,1,0,0,0
2,2022-11-21,5135,117,1,0,0,1
2,2022-11-22,7446,200,1,1,0,0
2,2022-11-23,5575,159,1,0,0,0
2,2022-11-24,6005,146,1,0,0,0
2,2022-11-25,5164,123,1,0,0,0
2,2022-11-26,7452,220,1,0,0,0
2,2022-11-27,5625,133,1,0,0,0
2,2022-11-28,5769,119,1,0,0,0
2,2022-11-29,5512,166,1,0,0,1
2,2022-11-30,6522,139,1,1,0,0
2,2022-12-01,9000,215,1,1,0,0
2,2022-12-02,7416,158,1,0,0,0
2,2022-12-03,7904,166,1,0,0,0
2,2022-12-04,7180,150,1,0,0,0
2,2022-12-05,0,0,0,0,0,0
2,2022-12-06,8076,190,1,0,0,0
2,2022-12-07,6728,200,1,0,0,0
2,2022-12-08,0,0,0,0,0,0
2,2022-12-09,6215,149,1,0,0,1
2,2022-12-10,6875,158,1,0,0,0
2,2022-12-11,8111,189,1,0,0,0
2,2022-12-12,0,0,0,1,0,0
2,2022-12-13,0,0,0,1,0,0
2,2022-12-14,5293,150,1,0,0,0
2,2022-12-15,6787,165,1,0,0,0
2,2022-12-16,5960,166,1,0,0,0
2,2022-12-17,8447,182,1,0,0,1
2,2022-12-18,0,0,0,0,0,0
2,2022-12-19,8658,226,1,1,0,0
2,2022-12-20,6018,152,1,0,0,0
2,2022-12-21,6746,180,1,0,0,0
2,2022-12-22,6266,187,1,0,0,1
2,2022-12-23,5940,160,1,0,0,0
2,2022-12-24,7685,168,1,0,0,1
2,2022-12-25,8138,205,1,0,a,1
2,2022-12-26,5039,168,1,0,0,0
2,2022-12-27,7332,183,1,0,0,0
2,2022-12-28,6410,157,1,0,0,0
2,2022-12-29,5824,146,1,0,0,0
2,2022-12-30,4364,111,1,0,0,0
2,2022-12-31,6930,175,1,0,0,0
2,2023-01-01,9000,217,1,1,a,1
2,2023-01-02,5377,160,1,0,0,0
2,2023-01-03,6819,151,1,0,0,0
2,2023-01-04,5696,147,1,0,0,0
2,2023-01-05,6069,157,1,0,0,0
2,2023-01-06,6733,168,1,0,0,0
2,2023-01-07,5104,111,1,0,0,0
2,2023-01-08,6306,138,1,0,0,0
2,2023-01-09,6282,186,1,0,0,0
2,2023-01-10,6252,161,1,0,0,0
2,2023-01-11,6292,154,1,0,0,0
2,2023-01-12,6645,164,1,0,0,0
2,2023-01-13,7325,177,1,0,0,1
2,2023-01-14,8673,208,1,0,0,0
2,2023-01-15,7320,191,1,0,0,0
2,2023-01-16,8402,204,1,1,0,0
2,2023-01-17,6755,164,1,0,0,0
2,2023-01-18,8593,191,1,1,0,1
2,2023-01-19,6356,188,1,0,0,0
2,2023-01-20,7179,166,1,0,0,1
2,2023-01-21,7439,168,1,0,0,0
2,2023-01-22,7420,174,1,1,0,0
2,2023-01-23,6354,133,1,0,0,0
2,2023-01-24,8840,267,1,1,0,0
2,2023-01-25,5896,155,1,0,0,0
2,2023-01-26,5890,120,1,0,0,0
2,2023-01-27,5987,152,1,0,0,0
2,2023-01-28,6645,170,1,0,0,0
2,2023-01-29,7350,178,1,0,0,0
2,2023-01-30,7367,203,1,1,0,0
2,2023-01-31,7087,189,1,0,0,0
2,2023-02-01,5847,136,1,0,0,0
2,2023-02-02,5912,144,1,0,0,0
2,2023-02-03,5047,101,1,0,0,0
2,2023-02-04,6432,141,1,0,0,0
2,2023-02-05,6341,138,1,0,0,0
2,2023-02-06,5004,137,1,0,0,0
2,2023-02-07,5214,156,1,0,0,0
2,2023-02-08,5268,109,1,0,0,0
2,2023-02-09,6415,166,1,0,0,0
2,2023-02-10,7323,200,1,1,0,0
2,2023-02-11,7323,139,1,0,0,0
2,2023-02-12,6357,153,1,0,0,0
2,2023-02-13,5501,162,1,0,0,0
2,2023-02-14,4734,144,1,0,0,0
2,2023-02-15,6461,182,1,0,0,0
2,2023-02-16,5768,135,1,0,0,0
2,2023-02-17,5679,114,1,0,0,0
2,2023-02-18,0,0,0,0,0,0
2,2023-02-19,6499,149,1,0,0,0
2,2023-02-20,5370,119,1,0,0,0
2,2023-02-21,3943,69,1,0,0,0
2,2023-02-22,4744,159,1,0,0,0
2,2023-02-23,5659,152,1,0,0,0
2,2023-02-24,7999,260,1,1,0,0
2,2023-02-25,8766,216,1,1,0,0
2,2023-02-26,8717,224,1,1,0,0
2,2023-02-27,6480,153,1,0,0,0
2,2023-02-28,5250,158,1,0,0,0
2,2023-03-01,6211,187,1,0,0,1
2,2023-03-02,5903,163,1,0,0,0
2,2023-03-03,5571,142,1,0,0,1
2,2023-03-04,6862,122,1,0,0,0
2,2023-03-05,5493,163,1,0,0,0
2,2023-03-06,5507,142,1,0,0,0
2,2023-03-07,7494,231,1,1,0,0
2,2023-03-08,5122,111,1,0,0,0
2,2023-03-09,5573,97,1,0,0,0
2,2023-03-10,5487,132,1,0,0,0
2,2023-03-11,8485,187,1,1,0,0
2,2023-03-12,5859,165,1,0,0,0
2,2023-03-13,5285,146,1,0,0,0
2,2023-03-14,0,0,0,0,0,0
2,2023-03-15,4851,116,1,0,0,0
2,2023-03-16,6373,172,1,0,0,0
2,2023-03-17,5683,171,1,0,0,1
2,2023-03-18,6819,174,1,1,0,1
2,2023-03-19,7231,227,1,0,0,1
2,2023-03-20,6162,157,1,0,0,0
2,2023-03-21,5918,182,1,1,0,0
2,2023-03-22,5672,144,1,0,0,1
2,2023-03-23,5078,128,1,0,0,0
2,2023-03-24,5765,165,1,0,0,0
2,2023-03-25,5920,148,1,0,0,0
2,2023-03-26,9000,218,1,1,0,0
2,2023-03-27,5426,146,1,0,0,0
2,2023-03-28,0,0,0,0,0,1
2,2023-03-29,4588,128,1,0,0,0
2,2023-03-30,6405,171,1,1,0,0
2,2023-03-31,5866,154,1,0,0,0
2,2023-04-01,6899,163,1,0,0,0
2,2023-04-02,6231,176,1,0,0,0
2,2023-04-03,5275,147,1,0,0,0
2,2023-04-04,4852,131,1,0,0,0
2,2023-04-05,5208,132,1,0,0,0
2,2023-04-06,6299,162,1,1,0,0
2,2023-04-07,5448,118,1,1,0,1
2,2023-04-08,0,0,0,0,0,0
2,2023-04-09,5945,137,1,0,0,0
2,2023-04-10,5802,181,1,0,a,0
2,2023-04-11,5753,148,1,0,a,0
2,2023-04-12,5297,136,1,0,a,0
2,2023-04-13,5374,163,1,0,a,0
2,2023-04-14,6293,175,1,1,a,0
2,2023-04-15,7260,230,1,0,a,0
2,2023-04-16,7403,186,1,1,0,0
2,2023-04-17,5918,140,1,0,0,1
2,2023-04-18,5660,131,1,0,0,0
2,2023-04-19,5184,136,1,0,0,0
2,2023-04-20,5264,139,1,0,0,0
2,2023-04-21,6369,192,1,1,0,0
2,2023-04-22,5677,165,1,0,0,1
2,2023-04-23,7643,184,1,0,0,0
2,2023-04-24,5170,98,1,0,0,0
2,2023-04-25,5279,148,1,0,0,0
2,2023-04-26,6312,135,1,1,0,0
2,2023-04-27,4413,95,1,0,0,0
2,2023-04-28,6155,137,1,0,0,0
2,2023-04-29,7750,208,1,1,0,0
2,2023-04-30,5718,157,1,0,0,0
2,2023-05-01,5783,137,1,0,0,1
2,2023-05-02,4691,92,1,0,0,0
2,2023-05-03,5872,125,1,0,0,0
2,2023-05-04,4830,148,1,0,0,0
2,2023-05-05,5122,155,1,0,0,0
2,2023-05-06,6652,181,1,0,0,1
2,2023-05-07,7104,157,1,0,0,0
2,2023-05-08,5429,118,1,0,0,0
2,2023-05-09,8186,175,1,1,0,1
2,2023-05-10,4669,112,1,0,0,0
2,2023-05-11,7324,184,1,1,0,0
2,2023-05-12,0,0,0,0,0,0
2,2023-05-13,0,0,0,1,0,0
2,2023-05-14,6913,137,1,0,0,1
2,2023-05-15,0,0,0,0,0,0
2,2023-05-16,5399,124,1,0,0,0
2,2023-05-17,0,0,0,0,0,0
2,2023-05-18,6636,181,1,1,0,0
2,2023-05-19,5361,109,1,0,0,0
2,2023-05-20,6418,116,1,0,0,0
2,2023-05-21,6869,178,1,0,0,0
2,2023-05-22,4602,96,1,0,0,0
2,2023-05-23,5154,122,1,0,0,1
2,2023-05-24,5395,104,1,0,0,0
2,2023-05-25,4488,95,1,0,0,1
2,2023-05-26,4897,121,1,0,0,0
2,2023-05-27,0,0,0,0,0,0
2,2023-05-28,7823,183,1,0,0,0
2,2023-05-29,5159,129,1,0,0,0
2,2023-05-30,5013,152,1,0,0,0
2,2023-05-31,4668,109,1,0,0,0
2,2023-06-01,4306,109,1,0,0,1
2,2023-06-02,5023,134,1,0,0,0
2,2023-06-03,7238,143,1,1,0,0
2,2023-06-04,6125,153,1,0,0,1
2,2023-06-05,5243,126,1,0,0,0
2,2023-06-06,5503,155,1,0,0,0
2,2023-06-07,4568,102,1,0,0,1
2,2023-06-08,4366,105,1,0,0,0
2,2023-06-09,3758,78,1,0,0,0
2,2023-06-10,4886,95,1,0,0,1
2,2023-06-11,6411,159,1,0,0,0
2,2023-06-12,5536,124,1,0,0,0
2,2023-06-13,4477,84,1,0,0,0
2,2023-06-14,7281,222,1,1,0,1
2,2023-06-15,5514,157,1,0,0,0
2,2023-06-16,7053,136,1,1,0,0
2,2023-06-17,5780,150,1,0,0,0
2,2023-06-18,7610,179,1,1,0,0
2,2023-06-19,5140,125,1,0,0,0
2,2023-06-20,7200,192,1,1,0,0
2,2023-06-21,0,0,0,0,0,0
2,2023-06-22,5211,127,1,0,0,1
2,2023-06-23,4746,139,1,0,0,0
2,2023-06-24,5568,142,1,0,0,0
